"","date","Days","S4_PHOSPHATE, TOTAL AS P_mg/L","S65E_PHOSPHATE, TOTAL AS P_mg/L","S84_PHOSPHATE, TOTAL AS P_mg/L","S71_PHOSPHATE, TOTAL AS P_mg/L","S72_PHOSPHATE, TOTAL AS P_mg/L","S191_PHOSPHATE, TOTAL AS P_mg/L","S127_PHOSPHATE, TOTAL AS P_mg/L","S133_PHOSPHATE, TOTAL AS P_mg/L"
"332",1981-06-16,2990,0.052,NA,NA,NA,NA,NA,NA,NA
"333",1981-06-17,2991,NA,0.084,0.015,0.198,NA,NA,0.132,0.224
"334",1981-06-30,3004,0.058,0.092,0.018,0.181,0.109,1.246,0.188,0.13
"335",1981-07-06,3010,NA,0.09,NA,NA,NA,NA,NA,NA
"336",1981-07-15,3019,0.034,NA,NA,NA,NA,NA,NA,NA
"337",1981-07-16,3020,NA,0.064,0.012,0.117,0.214666666666667,1.15,0.124,0.086
"338",1981-07-28,3032,0.074,0.088,0.027,0.639,0.375,1.043,0.253666666666667,0.086
"339",1981-08-03,3038,NA,0.077,NA,NA,NA,NA,NA,NA
"340",1981-08-11,3046,0.124,NA,NA,NA,NA,NA,NA,NA
"341",1981-08-12,3047,NA,0.069,0.055,0.728,0.308,1.674,0.217,0.107
"342",1981-08-25,3060,0.153,0.117333333333333,0.048,0.282,0.203,NA,0.184,0.163
"343",1981-08-31,3066,NA,0.176,NA,NA,NA,NA,NA,NA
"344",1981-09-09,3075,0.393,NA,NA,NA,NA,NA,NA,NA
"345",1981-09-10,3076,NA,0.266,0.246333333333333,0.453,0.267,1.442,0.476,0.306
"346",1981-09-23,3089,0.164,0.205,NA,0.319,0.267,0.983,0.831,0.325666666666667
"347",1981-09-28,3094,NA,0.213333333333333,NA,NA,NA,NA,NA,NA
"348",1981-10-05,3101,0.131,NA,NA,NA,NA,NA,NA,NA
"349",1981-10-06,3102,NA,0.239,0.298,0.301,0.206,NA,0.71,0.218
"350",1981-10-20,3116,0.203,0.195666666666667,0.21,0.262,0.177,1.034,0.592,0.107
"351",1981-11-03,3130,0.091,NA,NA,NA,NA,NA,NA,NA
"352",1981-11-04,3131,NA,0.209,0.146,0.258,0.274,1.027,0.58,0.116
"353",1981-11-23,3150,NA,0.289,NA,NA,NA,NA,NA,NA
"354",1981-12-01,3158,0.124,NA,NA,NA,NA,NA,NA,NA
"355",1981-12-02,3159,NA,0.158,0.212,0.347,0.299,1.228,NA,0.146
"356",1981-12-21,3178,NA,0.131,NA,NA,NA,NA,NA,NA
"357",1981-12-29,3186,0.061,0.157,0.089,0.168,0.083,0.763666666666667,0.467,0.095
"358",1982-01-18,3206,NA,0.134,NA,NA,NA,NA,NA,NA
"359",1982-02-16,3235,NA,0.122,NA,NA,NA,NA,NA,NA
"360",1982-02-24,3243,0.192,0.122,0.08,0.127,0.124,NA,0.332,0.156
"361",1982-03-09,3256,NA,0.127,NA,0.128,NA,NA,NA,NA
"362",1982-03-15,3262,NA,0.184,NA,NA,NA,NA,NA,NA
"363",1982-04-05,3283,0.234,0.236,0.0513333333333333,0.791,0.917,1.47,NA,NA
"364",1982-04-12,3290,NA,0.254,NA,NA,NA,NA,NA,NA
"365",1982-04-19,3297,NA,0.317,0.03,NA,NA,1.116,NA,NA
"366",1982-05-03,3311,0.066,NA,NA,NA,NA,NA,NA,NA
"367",1982-05-04,3312,NA,0.136,0.038,0.468,0.177,0.98,0.498,0.167
"368",1982-05-10,3318,NA,0.073,NA,NA,NA,NA,NA,NA
"369",1982-05-18,3326,NA,0.054,NA,NA,NA,0.828,NA,NA
"370",1982-06-01,3340,0.286,0.167,0.163,0.271,0.387,0.58,NA,NA
"371",1982-06-07,3346,NA,0.175,NA,NA,NA,NA,NA,NA
"372",1982-06-14,3353,NA,0.128,0.046,0.317,0.556,NA,NA,NA
"373",1982-06-26,3365,1.027,NA,NA,NA,NA,NA,NA,NA
"374",1982-06-30,3369,0.437,NA,NA,0.346,NA,NA,NA,NA
"375",1982-07-01,3370,NA,0.114,0.071,NA,0.26,1.017,0.807,0.594
"376",1982-07-07,3376,NA,0.081,NA,NA,NA,NA,NA,NA
"377",1982-07-12,3381,0.79,0.074,0.053,0.236,0.193,0.845,0.697,0.641
"378",1982-07-27,3396,0.431,0.084,0.077,0.215,0.217,0.657,NA,0.405
"379",1982-08-02,3402,NA,0.061,NA,NA,NA,NA,NA,NA
"380",1982-08-09,3409,0.475,0.051,NA,0.167,0.179,NA,NA,0.422
"381",1982-08-19,3419,0.319,NA,NA,NA,NA,NA,NA,NA
"382",1982-08-24,3424,0.53,NA,NA,NA,NA,NA,NA,NA
"383",1982-08-25,3425,NA,0.0693333333333333,0.066,0.192,0.193,0.784,0.464,0.308
"384",1982-09-01,3432,NA,0.054,NA,NA,NA,NA,NA,NA
"385",1982-09-09,3440,NA,0.057,NA,0.132,0.185,0.766,0.337,0.347
"386",1982-09-21,3452,0.098,0.054,0.043,0.169,0.192,0.668,0.27,0.36
"387",1982-09-27,3458,NA,0.056,NA,NA,NA,NA,NA,NA
"388",1982-10-05,3466,NA,0.059,0.059,0.409,0.15,0.736,0.238,0.383
"389",1982-10-19,3480,0.384,NA,NA,NA,NA,NA,NA,NA
"390",1982-10-20,3481,NA,0.0753333333333333,0.056,0.149,0.162,0.654,0.251,0.218
"391",1982-10-26,3487,NA,0.0423333333333333,NA,NA,NA,NA,NA,NA
"392",1982-11-01,3493,NA,0.036,NA,NA,NA,0.681,0.189,0.218
"393",1982-11-22,3514,0.134,0.0585,0.047,0.081,0.096,0.892,0.199,0.189
"394",1982-12-06,3528,NA,0.057,NA,NA,NA,0.771,0.164,0.332
"395",1982-12-20,3542,NA,0.065,NA,NA,NA,NA,NA,NA
"396",1982-12-21,3543,0.1475,NA,NA,NA,NA,NA,NA,NA
"397",1982-12-22,3544,NA,0.071,0.042,0.097,0.111,NA,0.269,0.161
"398",1983-01-04,3557,NA,0.063,NA,NA,NA,NA,0.19,0.156
"399",1983-01-18,3571,0.101,0.061,0.045,0.093,0.096,0.898,NA,NA
"400",1983-01-24,3577,0.186,NA,NA,NA,NA,NA,NA,NA
"401",1983-02-01,3585,0.134,0.073,0.049,0.235,NA,0.885,0.25,0.21
"402",1983-02-07,3591,0.182,NA,NA,NA,NA,NA,NA,NA
"403",1983-02-15,3599,NA,0.18,NA,NA,NA,NA,NA,NA
"404",1983-02-17,3601,0.337,0.195,0.176,0.354,0.223,0.777,0.56,0.327
"405",1983-03-02,3614,0.193,0.132,0.079,0.328,0.262,0.854,0.544,0.173
"406",1983-03-15,3627,0.229,0.055,0.094,0.099,0.11,0.818,0.483,0.216
"407",1983-03-17,3629,NA,0.054,NA,NA,NA,NA,NA,NA
"408",1983-03-29,3641,0.108,0.084,0.075,0.18,0.117,0.641,0.412,0.184
"409",1983-04-06,3649,0.192,NA,NA,NA,NA,NA,NA,NA
"410",1983-04-14,3657,0.3,0.07,NA,NA,NA,NA,NA,NA
"411",1983-04-15,3658,NA,0.057,0.0673333333333333,0.132,0.13,0.775,0.507,0.183
"412",1983-04-26,3669,NA,0.06,NA,0.104,0.113,0.681,0.4,0.164
"413",1983-05-11,3684,NA,0.059,NA,NA,NA,NA,NA,NA
"414",1983-05-12,3685,NA,0.056,NA,NA,NA,0.654,NA,NA
"415",1983-05-24,3697,NA,0.063,NA,NA,NA,NA,NA,NA
"416",1983-06-07,3711,NA,0.082,NA,NA,NA,NA,NA,0.319
"417",1983-06-09,3713,NA,0.065,NA,NA,NA,NA,NA,NA
"418",1983-06-21,3725,NA,0.075,NA,NA,0.167,0.764,NA,NA
"419",1983-07-06,3740,NA,0.055,NA,NA,0.138,NA,NA,NA
"420",1983-07-07,3741,NA,0.083,NA,NA,NA,NA,NA,NA
"421",1983-07-19,3753,NA,0.044,NA,NA,0.119,NA,NA,NA
"422",1983-08-02,3767,NA,0.054,NA,0.133,NA,0.614,0.159,0.172
"423",1983-08-03,3768,NA,0.051,NA,NA,NA,NA,NA,NA
"424",1983-08-16,3781,NA,0.06,NA,NA,0.196,NA,0.337,0.235
"425",1983-08-30,3795,NA,0.078,0.056,NA,NA,0.648,0.415,0.148
"426",1983-09-01,3797,NA,0.294,NA,NA,NA,NA,NA,NA
"427",1983-09-12,3808,NA,0.077,NA,NA,NA,0.645,0.46,0.252
"428",1983-09-27,3823,NA,0.065,NA,NA,0.207,NA,0.386,0.328
"429",1983-09-28,3824,NA,0.0606666666666667,NA,NA,NA,NA,NA,NA
"430",1983-10-10,3836,NA,0.063,NA,NA,NA,0.791,0.389,0.317
"431",1983-10-25,3851,NA,0.115,NA,0.105,NA,0.787,0.514,0.391
"432",1983-10-28,3854,NA,0.134,NA,NA,NA,NA,NA,NA
"433",1983-11-08,3865,NA,0.234,NA,NA,NA,0.653,0.42,0.342
"434",1983-11-16,3873,NA,0.202,NA,NA,NA,NA,NA,NA
"435",1983-11-21,3878,NA,0.191,NA,0.085,NA,NA,0.314,0.299
"436",1983-12-05,3892,NA,NA,NA,NA,NA,NA,0.304,0.359
"437",1983-12-20,3907,NA,0.059,NA,NA,NA,0.788,0.25,0.429
"438",1983-12-29,3916,NA,0.066,NA,NA,NA,NA,NA,NA
"439",1984-01-04,3922,NA,0.081,NA,NA,NA,0.826,0.316,0.263
"440",1984-01-17,3935,NA,0.046,NA,NA,NA,NA,0.386,0.343
"441",1984-01-25,3943,NA,0.068,NA,NA,NA,NA,NA,NA
"442",1984-01-31,3949,NA,0.059,NA,NA,NA,1.021,0.266,0.255
"443",1984-02-14,3963,NA,0.054,NA,NA,NA,1.011,0.222,0.188
"444",1984-02-23,3972,NA,0.058,NA,NA,NA,NA,NA,NA
"445",1984-02-28,3977,0.167,NA,NA,0.117,0.164,NA,NA,NA
"446",1984-02-29,3978,NA,0.147,0.084,NA,NA,0.9,0.314,0.547
"447",1984-03-13,3991,NA,0.101,NA,NA,NA,NA,0.279,0.36
"448",1984-03-21,3999,NA,0.176,NA,NA,NA,NA,NA,NA
"449",1984-03-27,4005,0.496,0.182,NA,0.171,0.162,NA,0.394,0.239
"450",1984-04-09,4018,NA,0.064,NA,0.138,NA,0.92,0.278,0.348
"451",1984-04-18,4027,NA,0.066,NA,NA,NA,NA,NA,NA
"452",1984-04-25,4034,NA,0.093,NA,NA,NA,NA,0.273,0.209
"453",1984-05-31,4070,NA,0.103,NA,NA,NA,NA,NA,NA
"454",1984-06-04,4074,0.678,0.057,0.035,0.204,0.177,NA,0.264,0.281
"455",1984-06-19,4089,0.36,0.145,NA,NA,NA,NA,0.177,0.208
"456",1984-06-27,4097,NA,0.163,NA,NA,NA,NA,NA,NA
"457",1984-07-31,4131,1.238,0.325,0.13,0.377,0.27,1.317,0.295,0.75
"458",1984-08-13,4144,NA,0.135,NA,NA,NA,1.014,0.358,NA
"459",1984-08-22,4153,NA,0.153,NA,NA,NA,NA,NA,NA
"460",1984-08-27,4158,NA,0.124,NA,0.205,0.281,NA,0.363,0.344
"461",1984-09-10,4172,0.124,0.145,NA,0.201,NA,NA,0.395,NA
"462",1984-09-21,4183,NA,0.174,NA,NA,NA,NA,NA,NA
"463",1984-09-25,4187,0.104,0.18,0.065,0.155,0.126,1.04,0.279,0.494
"464",1984-10-09,4201,0.171,0.182,NA,NA,NA,1.449,0.258,0.317
"465",1984-10-23,4215,NA,0.107,0.053,0.096,0.167,NA,NA,NA
"466",1984-10-30,4222,NA,0.169333333333333,NA,NA,NA,NA,NA,NA
"467",1984-11-06,4229,0.087,0.176,NA,NA,NA,1.363,0.263,0.347
"468",1984-11-14,4237,NA,0.177,NA,NA,NA,NA,NA,NA
"469",1984-11-19,4242,NA,NA,0.067,0.152,0.133,NA,NA,NA
"470",1984-12-04,4257,0.121,0.071,NA,NA,NA,0.624,0.121,0.153
"471",1984-12-18,4271,NA,0.062,0.028,0.07,0.084,NA,NA,0.113
"472",1984-12-27,4280,NA,0.054,NA,NA,NA,NA,NA,NA
"473",1985-01-03,4287,0.033,NA,NA,NA,NA,0.69,0.125,0.154
"474",1985-01-15,4299,NA,0.094,0.029,0.068,0.067,0.72,NA,NA
"475",1985-01-24,4308,NA,0.064,NA,NA,NA,NA,NA,NA
"476",1985-02-20,4335,NA,0.065,NA,NA,NA,NA,NA,NA
"477",1985-02-26,4341,0.044,0.055,0.023,0.061,0.061,0.648,0.085,0.159
"478",1985-03-12,4355,NA,NA,NA,NA,NA,NA,0.115,NA
"479",1985-03-20,4363,NA,0.061,NA,NA,NA,NA,NA,NA
"480",1985-03-26,4369,0.446,0.059,0.017,0.092,0.124,NA,NA,0.139
"481",1985-04-09,4383,NA,NA,NA,NA,NA,NA,0.082,NA
"482",1985-04-17,4391,NA,0.276,NA,NA,NA,NA,NA,NA
"483",1985-04-23,4397,0.326,0.072,0.019,0.038,0.082,0.824,NA,0.129
"484",1985-05-06,4410,NA,0.063,NA,NA,NA,0.788,NA,0.121
"485",1985-05-16,4420,NA,0.069,NA,NA,NA,NA,NA,NA
"486",1985-05-20,4424,0.054,0.054,0.03,0.118,0.152,NA,0.135,NA
"487",1985-06-19,4454,0.287,0.055,0.028,NA,0.126,0.814,0.055,0.147
"488",1985-06-26,4461,NA,0.09,NA,NA,NA,NA,NA,NA
"489",1985-07-02,4467,NA,0.054,NA,0.109,NA,NA,NA,NA
"490",1985-07-22,4487,0.165,NA,NA,NA,NA,NA,NA,NA
"491",1985-07-23,4488,NA,0.412,NA,NA,NA,NA,NA,NA
"492",1985-07-30,4495,0.605,0.221,0.033,0.171,0.357,0.733,0.055,0.146
"493",1985-08-21,4517,NA,0.107,NA,NA,NA,NA,NA,NA
"494",1985-08-27,4523,0.212,0.094,NA,0.17,0.467,1.186,0.07,NA
"495",1985-09-09,4536,NA,0.088,0.044,0.418,NA,0.881,NA,NA
"496",1985-09-19,4546,NA,0.129,NA,NA,NA,NA,NA,NA
"497",1985-09-24,4551,0.122,0.22,0.05,0.303,0.345,1.029,0.063,0.258
"498",1985-10-08,4565,0.401,0.181,0.048,NA,NA,0.688,NA,0.399
"499",1985-10-17,4574,NA,0.109,NA,NA,NA,NA,NA,NA
"500",1985-10-22,4579,NA,0.141,NA,0.157,0.413,NA,0.159,0.321
"501",1985-11-05,4593,NA,0.143,0.046,0.221,0.153,0.729,0.166,0.32
"502",1985-11-14,4602,NA,0.121,NA,NA,NA,NA,NA,NA
"503",1985-11-19,4607,0.062,NA,NA,NA,NA,NA,NA,NA
"504",1985-11-20,4608,0.014,NA,NA,NA,NA,NA,NA,NA
"505",1985-12-03,4621,NA,0.138,0.036,0.125,0.1,0.697,0.119,0.297
"506",1985-12-12,4630,NA,0.149,NA,NA,NA,NA,NA,NA
"507",1985-12-30,4648,0.092,NA,NA,0.08,NA,0.648,NA,NA
"508",1986-01-14,4663,NA,0.051,0.028,0.071,0.058,0.797,0.049,0.194
"509",1986-01-16,4665,NA,0.044,NA,NA,NA,NA,NA,NA
"510",1986-01-28,4677,0.053,0.034,NA,NA,NA,0.654,0.052,NA
"511",1986-02-12,4692,0.111,0.052,0.024,0.063,0.06,0.485,0.048,0.103
"512",1986-02-18,4698,NA,0.05,NA,NA,NA,NA,NA,NA
"513",1986-02-25,4705,NA,0.058,0.028,0.092,0.073,0.539,0.088,0.174
"514",1986-03-11,4719,0.181,NA,NA,NA,NA,0.53,NA,0.189
"515",1986-03-17,4725,0.008,NA,NA,NA,NA,NA,NA,NA
"516",1986-03-18,4726,NA,0.11,NA,NA,NA,NA,NA,NA
"517",1986-03-25,4733,NA,0.064,0.053,0.116,0.26,0.62,0.097,NA
"518",1986-04-08,4747,NA,0.047,NA,0.079,0.075,0.788,0.109,0.106
"519",1986-04-15,4754,NA,0.051,NA,NA,NA,NA,NA,NA
"520",1986-04-22,4761,0.075,0.056,0.031,NA,NA,0.835,NA,NA
"521",1986-05-06,4775,NA,0.048,0.019,0.066,0.073,0.78,0.136,0.071
"522",1986-05-14,4783,NA,0.065,NA,NA,NA,NA,NA,NA
"523",1986-05-20,4789,0.0345,0.049,NA,NA,NA,0.924,NA,NA
"524",1986-06-04,4804,NA,0.031,NA,NA,NA,0.917,NA,NA
"525",1986-06-17,4817,0.24,NA,0.027,0.127,0.123,0.801,0.077,0.072
"526",1986-06-19,4819,NA,0.049,NA,NA,NA,NA,NA,NA
"527",1986-06-23,4823,NA,NA,NA,NA,NA,0.885,NA,NA
"528",1986-07-01,4831,NA,0.418,NA,NA,NA,1.314,NA,NA
"529",1986-07-15,4845,NA,0.35,NA,NA,NA,1.155,NA,NA
"530",1986-07-17,4847,NA,0.5,NA,NA,NA,NA,NA,NA
"531",1986-07-29,4859,0.648,0.452,0.27,0.467,0.327,0.776,0.065,0.377
"532",1986-07-31,4861,0.02,NA,NA,NA,NA,NA,NA,NA
"533",1986-08-14,4875,NA,0.4125,NA,0.316,NA,0.753,0.087,0.251
"534",1986-08-26,4887,0.358,0.223,0.085,0.364,0.384,0.827,0.327,0.395
"535",1986-09-09,4901,NA,0.108,NA,NA,NA,0.672,0.428,0.183
"536",1986-09-10,4902,NA,0.118,NA,NA,NA,NA,NA,NA
"537",1986-09-23,4915,0.082,0.082,0.07,0.265,0.226,0.924,0.734,NA
"538",1986-10-07,4929,NA,0.082,NA,NA,NA,0.778,0.545,0.246
"539",1986-10-09,4931,NA,0.093,NA,NA,NA,NA,NA,NA
"540",1986-10-21,4943,0.103,0.09,0.051,0.2,0.165,0.776,0.533,0.177
"541",1986-11-04,4957,0.472,0.104,NA,0.184,NA,0.446,0.43,0.163
"542",1986-11-06,4959,NA,0.116,NA,NA,NA,NA,NA,NA
"543",1986-11-18,4971,NA,0.146,0.06,NA,0.185,0.7,0.325,0.136
"544",1986-12-03,4986,NA,0.171,NA,NA,NA,0.759,0.336,0.179
"545",1986-12-04,4987,NA,0.15,NA,NA,NA,NA,NA,NA
"546",1986-12-18,5001,0.092,0.128,0.038,0.145,0.083,0.777,0.296,0.142
"547",1987-01-07,5021,NA,0.094,NA,NA,NA,0.752,0.291,0.263
"548",1987-01-08,5022,NA,0.087,NA,NA,NA,NA,NA,NA
"549",1987-01-15,5029,NA,0.05,NA,NA,NA,NA,NA,NA
"550",1987-01-22,5036,0.071,0.052,0.074,0.258,0.239,0.909,0.388,0.112
"551",1987-01-29,5043,NA,0.036,NA,NA,NA,NA,NA,NA
"552",1987-02-03,5048,0.069,0.042,0.08,0.12,NA,0.746,0.329,0.145
"553",1987-02-05,5050,NA,0.042,NA,NA,NA,NA,NA,NA
"554",1987-02-12,5057,NA,0.043,NA,NA,NA,NA,NA,NA
"555",1987-02-18,5063,NA,0.059,NA,NA,0.07,0.639,NA,NA
"556",1987-02-19,5064,NA,0.047,NA,NA,NA,NA,NA,NA
"557",1987-02-26,5071,NA,0.065,NA,NA,NA,NA,NA,NA
"558",1987-03-03,5076,NA,0.065,NA,0.097,NA,0.604,NA,NA
"559",1987-03-05,5078,NA,0.067,NA,NA,NA,NA,NA,NA
"560",1987-03-12,5085,NA,0.11,NA,NA,NA,NA,NA,NA
"561",1987-03-17,5090,0.118,0.082,0.052,0.089,NA,0.676,0.283,0.129
"562",1987-03-19,5092,NA,0.08,NA,NA,NA,NA,NA,NA
"563",1987-03-26,5099,NA,0.062,NA,NA,NA,NA,NA,NA
"564",1987-03-31,5104,0.873,0.121,NA,NA,0.112,0.51,0.252,0.232
"565",1987-04-14,5118,NA,0.064,0.031,NA,NA,0.781,0.215,NA
"566",1987-04-22,5126,NA,0.063,NA,NA,NA,NA,NA,NA
"567",1987-04-28,5132,0.052,0.064,NA,0.141,0.071,0.69,NA,0.147
"568",1987-05-11,5145,NA,0.07,0.075,NA,NA,0.667,NA,0.169
"569",1987-05-13,5147,NA,0.08,NA,NA,NA,NA,NA,NA
"570",1987-05-20,5154,NA,0.138,NA,NA,NA,NA,NA,NA
"571",1987-05-26,5160,0.089,0.123,NA,0.167,0.151,0.663,0.14,NA
"572",1987-06-01,5166,NA,0.103,NA,NA,NA,NA,NA,NA
"573",1987-06-10,5175,NA,NA,0.029,0.124,0.086,0.642,NA,NA
"574",1987-06-17,5182,NA,0.073,NA,NA,NA,NA,NA,NA
"575",1987-06-24,5189,0.203,0.06,NA,NA,NA,0.626,0.089,0.125
"576",1987-07-01,5196,NA,0.073,NA,NA,NA,NA,NA,NA
"577",1987-07-08,5203,0.187,0.066,NA,0.099,NA,0.619,0.147,0.161
"578",1987-07-16,5211,NA,0.088,NA,NA,NA,NA,NA,NA
"579",1987-07-21,5216,NA,0.156,0.023,NA,0.53,0.64,NA,0.181
"580",1987-07-30,5225,NA,0.19,NA,NA,NA,NA,NA,NA
"581",1987-08-04,5230,0.199,0.26,NA,0.253,NA,0.649,0.113,0.101
"582",1987-08-12,5238,NA,0.251,NA,NA,NA,NA,NA,NA
"583",1987-08-18,5244,NA,0.228,0.03,0.283,0.36,0.678,NA,NA
"584",1987-08-28,5254,NA,0.188,NA,NA,NA,NA,NA,NA
"585",1987-09-01,5258,NA,NA,NA,NA,NA,0.766,NA,NA
"586",1987-09-09,5266,NA,0.268,NA,NA,NA,NA,NA,NA
"587",1987-09-16,5273,0.12,NA,NA,0.496,NA,NA,0.049,NA
"588",1987-09-24,5281,NA,0.118,NA,NA,NA,NA,NA,NA
"589",1987-09-29,5286,NA,0.154,0.041,NA,0.375,0.85,NA,0.065
"590",1987-10-07,5294,NA,0.177,NA,NA,NA,NA,NA,NA
"591",1987-10-13,5300,0.173,0.17,NA,0.275,0.262,0.649,0.06,0.117
"592",1987-10-21,5308,NA,0.193,NA,NA,NA,NA,NA,NA
"593",1987-10-28,5315,NA,0.234,0.04,NA,NA,0.813,0.209,NA
"594",1987-11-04,5322,0.241,0.154,NA,NA,NA,NA,NA,NA
"595",1987-11-10,5328,NA,0.228,0.081,0.343,NA,1.075,0.267,0.475
"596",1987-11-12,5330,NA,NA,NA,NA,NA,1.075,NA,NA
"597",1987-11-13,5331,NA,NA,NA,NA,NA,1.0705,NA,NA
"598",1987-11-15,5333,NA,NA,NA,NA,NA,1.03,NA,NA
"599",1987-11-17,5335,NA,NA,NA,NA,NA,1.085,NA,NA
"600",1987-11-18,5336,NA,0.21,NA,NA,NA,NA,NA,NA
"601",1987-11-19,5337,NA,NA,NA,NA,NA,0.66,NA,NA
"602",1987-11-20,5338,NA,NA,NA,NA,NA,0.682,NA,NA
"603",1987-11-21,5339,NA,NA,NA,NA,NA,0.833,NA,NA
"604",1987-11-22,5340,NA,NA,NA,NA,NA,0.884,NA,NA
"605",1987-11-23,5341,NA,NA,NA,NA,NA,0.924,NA,NA
"606",1987-11-24,5342,0.305,0.126,0.125,0.174,0.223,0.8845,0.476,0.28
"607",1987-11-26,5344,NA,NA,NA,NA,NA,0.882,NA,NA
"608",1987-11-28,5346,NA,NA,NA,NA,NA,0.899,NA,NA
"609",1987-11-30,5348,NA,NA,NA,NA,NA,0.9585,NA,NA
"610",1987-12-02,5350,NA,NA,NA,NA,NA,1.062,NA,NA
"611",1987-12-03,5351,NA,0.078,NA,NA,NA,1.073,NA,NA
"612",1987-12-06,5354,NA,NA,NA,NA,NA,1.04,NA,NA
"613",1987-12-08,5356,NA,0.059,0.032,0.085,NA,0.914,0.664,0.302
"614",1987-12-09,5357,NA,NA,NA,NA,NA,0.8985,NA,NA
"615",1987-12-10,5358,NA,NA,NA,NA,NA,0.884,NA,NA
"616",1987-12-11,5359,NA,NA,NA,NA,NA,0.847,NA,NA
"617",1987-12-13,5361,NA,NA,NA,NA,NA,0.799,NA,NA
"618",1987-12-14,5362,NA,NA,NA,NA,NA,0.823,NA,NA
"619",1987-12-16,5364,NA,NA,NA,NA,NA,0.712,NA,NA
"620",1987-12-17,5365,NA,0.058,NA,NA,NA,0.739,NA,NA
"621",1987-12-18,5366,NA,NA,NA,NA,NA,0.751,NA,NA
"622",1987-12-20,5368,NA,NA,NA,NA,NA,0.766,NA,NA
"623",1987-12-21,5369,NA,NA,NA,NA,NA,0.713,NA,NA
"624",1987-12-22,5370,0.092,0.056,NA,NA,NA,0.665,0.503,NA
"625",1987-12-28,5376,NA,0.075,NA,NA,NA,NA,NA,NA
"626",1987-12-30,5378,NA,0.09,NA,NA,NA,0.519,NA,NA
"627",1988-01-01,5380,NA,0.086,NA,NA,NA,0.509,NA,NA
"628",1988-01-03,5382,NA,0.069,NA,NA,NA,0.506,NA,NA
"629",1988-01-05,5384,0.123,0.064,NA,NA,NA,0.536,0.439,0.213
"630",1988-01-06,5385,NA,0.065,NA,NA,NA,NA,NA,NA
"631",1988-01-07,5386,NA,0.07,NA,NA,NA,NA,NA,NA
"632",1988-01-08,5387,NA,NA,NA,NA,NA,0.515,NA,NA
"633",1988-01-09,5388,NA,0.075,NA,NA,NA,0.465,NA,NA
"634",1988-01-10,5389,NA,0.064,NA,NA,NA,0.471,NA,NA
"635",1988-01-12,5391,NA,0.065,NA,NA,NA,NA,NA,NA
"636",1988-01-13,5392,NA,0.056,NA,NA,NA,0.436,NA,NA
"637",1988-01-14,5393,NA,0.057,NA,NA,NA,0.429,NA,NA
"638",1988-01-15,5394,NA,0.067,NA,NA,NA,0.436,NA,NA
"639",1988-01-19,5398,NA,0.0813333333333333,0.035,0.092,0.127,0.780333333333333,0.237,NA
"640",1988-01-21,5400,NA,0.0755,NA,NA,NA,0.427,NA,NA
"641",1988-01-22,5401,NA,0.069,NA,NA,NA,0.44,NA,NA
"642",1988-01-23,5402,NA,0.067,NA,NA,NA,0.456,NA,NA
"643",1988-01-25,5404,NA,4.8,NA,NA,NA,0.458,NA,NA
"644",1988-01-26,5405,NA,0.049,NA,NA,NA,NA,NA,NA
"645",1988-01-27,5406,NA,0.054,NA,NA,NA,0.429,NA,NA
"646",1988-01-29,5408,NA,0.048,NA,NA,NA,0.415,NA,NA
"647",1988-02-01,5411,NA,0.0635,NA,NA,NA,0.413,NA,NA
"648",1988-02-02,5412,NA,0.058,NA,NA,NA,0.463,0.157,0.121
"649",1988-02-04,5414,NA,0.055,NA,NA,NA,NA,NA,NA
"650",1988-02-06,5416,NA,0.05,NA,NA,NA,NA,NA,NA
"651",1988-02-08,5418,NA,0.062,NA,NA,NA,NA,NA,NA
"652",1988-02-11,5421,NA,0.072,NA,NA,NA,0.545,NA,NA
"653",1988-02-13,5423,NA,NA,NA,NA,NA,0.579,NA,NA
"654",1988-02-14,5424,NA,0.083,NA,NA,NA,NA,NA,NA
"655",1988-02-16,5426,0.094,0.063,0.066,0.094,0.219,0.581,0.215,0.221
"656",1988-02-17,5427,NA,0.063,NA,NA,NA,0.5305,NA,NA
"657",1988-02-18,5428,NA,0.0675,NA,NA,NA,NA,NA,NA
"658",1988-02-19,5429,NA,NA,NA,NA,NA,0.46,NA,NA
"659",1988-02-20,5430,NA,0.084,NA,NA,NA,NA,NA,NA
"660",1988-02-21,5431,NA,NA,NA,NA,NA,0.489,NA,NA
"661",1988-02-22,5432,NA,0.0815,NA,NA,NA,NA,NA,NA
"662",1988-02-23,5433,NA,0.08,NA,NA,NA,0.484,NA,NA
"663",1988-02-25,5435,NA,0.067,NA,NA,NA,NA,NA,NA
"664",1988-02-26,5436,NA,0.094,NA,NA,NA,NA,NA,NA
"665",1988-02-27,5437,NA,0.089,NA,NA,NA,NA,NA,NA
"666",1988-02-29,5439,NA,0.083,NA,NA,NA,0.466,NA,NA
"667",1988-03-01,5440,NA,0.062,0.052,0.054,0.066,0.526,0.248,0.08
"668",1988-03-02,5441,NA,NA,NA,NA,NA,0.478,NA,NA
"669",1988-03-03,5442,NA,0.048,NA,NA,NA,0.459,NA,NA
"670",1988-03-05,5444,NA,0.101,NA,NA,NA,NA,NA,NA
"671",1988-03-06,5445,NA,0.063,NA,NA,NA,NA,NA,NA
"672",1988-03-07,5446,NA,0.065,NA,NA,NA,0.4625,NA,NA
