"date","Days","S4_PHOSPHATE, TOTAL AS P_mg/L","S65E_PHOSPHATE, TOTAL AS P_mg/L","S84_PHOSPHATE, TOTAL AS P_mg/L","S71_PHOSPHATE, TOTAL AS P_mg/L","S72_PHOSPHATE, TOTAL AS P_mg/L","S191_PHOSPHATE, TOTAL AS P_mg/L","S127_PHOSPHATE, TOTAL AS P_mg/L","S133_PHOSPHATE, TOTAL AS P_mg/L"
1987-02-12,5057,NA,0.043,NA,NA,NA,NA,NA,NA
1987-02-18,5063,NA,0.059,NA,NA,0.07,0.639,NA,NA
1987-02-19,5064,NA,0.047,NA,NA,NA,NA,NA,NA
1987-02-26,5071,NA,0.065,NA,NA,NA,NA,NA,NA
1987-03-03,5076,NA,0.065,NA,0.097,NA,0.604,NA,NA
1987-03-05,5078,NA,0.067,NA,NA,NA,NA,NA,NA
1987-03-12,5085,NA,0.11,NA,NA,NA,NA,NA,NA
1987-03-17,5090,0.118,0.082,0.052,0.089,NA,0.676,0.283,0.129
1987-03-19,5092,NA,0.08,NA,NA,NA,NA,NA,NA
1987-03-26,5099,NA,0.062,NA,NA,NA,NA,NA,NA
1987-03-31,5104,0.873,0.121,NA,NA,0.112,0.51,0.252,0.232
1987-04-14,5118,NA,0.064,0.031,NA,NA,0.781,0.215,NA
1987-04-22,5126,NA,0.063,NA,NA,NA,NA,NA,NA
1987-04-28,5132,0.052,0.064,NA,0.141,0.071,0.69,NA,0.147
1987-05-11,5145,NA,0.07,0.075,NA,NA,0.667,NA,0.169
1987-05-13,5147,NA,0.08,NA,NA,NA,NA,NA,NA
1987-05-20,5154,NA,0.138,NA,NA,NA,NA,NA,NA
1987-05-26,5160,0.089,0.123,NA,0.167,0.151,0.663,0.14,NA
1987-06-01,5166,NA,0.103,NA,NA,NA,NA,NA,NA
1987-06-10,5175,NA,NA,0.029,0.124,0.086,0.642,NA,NA
1987-06-17,5182,NA,0.073,NA,NA,NA,NA,NA,NA
1987-06-24,5189,0.203,0.06,NA,NA,NA,0.626,0.089,0.125
1987-07-01,5196,NA,0.073,NA,NA,NA,NA,NA,NA
1987-07-08,5203,0.187,0.066,NA,0.099,NA,0.619,0.147,0.161
1987-07-16,5211,NA,0.088,NA,NA,NA,NA,NA,NA
1987-07-21,5216,NA,0.156,0.023,NA,0.53,0.64,NA,0.181
1987-07-30,5225,NA,0.19,NA,NA,NA,NA,NA,NA
1987-08-04,5230,0.199,0.26,NA,0.253,NA,0.649,0.113,0.101
1987-08-12,5238,NA,0.251,NA,NA,NA,NA,NA,NA
1987-08-18,5244,NA,0.228,0.03,0.283,0.36,0.678,NA,NA
1987-08-28,5254,NA,0.188,NA,NA,NA,NA,NA,NA
1987-09-01,5258,NA,NA,NA,NA,NA,0.766,NA,NA
1987-09-09,5266,NA,0.268,NA,NA,NA,NA,NA,NA
1987-09-16,5273,0.12,NA,NA,0.496,NA,NA,0.049,NA
1987-09-24,5281,NA,0.118,NA,NA,NA,NA,NA,NA
1987-09-29,5286,NA,0.154,0.041,NA,0.375,0.85,NA,0.065
1987-10-07,5294,NA,0.177,NA,NA,NA,NA,NA,NA
1987-10-13,5300,0.173,0.17,NA,0.275,0.262,0.649,0.06,0.117
1987-10-21,5308,NA,0.193,NA,NA,NA,NA,NA,NA
1987-10-28,5315,NA,0.234,0.04,NA,NA,0.813,0.209,NA
1987-11-04,5322,0.241,0.154,NA,NA,NA,NA,NA,NA
1987-11-10,5328,NA,0.228,0.081,0.343,NA,1.075,0.267,0.475
1987-11-12,5330,NA,NA,NA,NA,NA,1.075,NA,NA
1987-11-13,5331,NA,NA,NA,NA,NA,1.0705,NA,NA
1987-11-15,5333,NA,NA,NA,NA,NA,1.03,NA,NA
1987-11-17,5335,NA,NA,NA,NA,NA,1.085,NA,NA
1987-11-18,5336,NA,0.21,NA,NA,NA,NA,NA,NA
1987-11-19,5337,NA,NA,NA,NA,NA,0.66,NA,NA
1987-11-20,5338,NA,NA,NA,NA,NA,0.682,NA,NA
1987-11-21,5339,NA,NA,NA,NA,NA,0.833,NA,NA
1987-11-22,5340,NA,NA,NA,NA,NA,0.884,NA,NA
1987-11-23,5341,NA,NA,NA,NA,NA,0.924,NA,NA
1987-11-24,5342,0.305,0.126,0.125,0.174,0.223,0.8845,0.476,0.28
1987-11-26,5344,NA,NA,NA,NA,NA,0.882,NA,NA
1987-11-28,5346,NA,NA,NA,NA,NA,0.899,NA,NA
1987-11-30,5348,NA,NA,NA,NA,NA,0.9585,NA,NA
1987-12-02,5350,NA,NA,NA,NA,NA,1.062,NA,NA
1987-12-03,5351,NA,0.078,NA,NA,NA,1.073,NA,NA
1987-12-06,5354,NA,NA,NA,NA,NA,1.04,NA,NA
1987-12-08,5356,NA,0.059,0.032,0.085,NA,0.914,0.664,0.302
1987-12-09,5357,NA,NA,NA,NA,NA,0.8985,NA,NA
1987-12-10,5358,NA,NA,NA,NA,NA,0.884,NA,NA
1987-12-11,5359,NA,NA,NA,NA,NA,0.847,NA,NA
1987-12-13,5361,NA,NA,NA,NA,NA,0.799,NA,NA
1987-12-14,5362,NA,NA,NA,NA,NA,0.823,NA,NA
1987-12-16,5364,NA,NA,NA,NA,NA,0.712,NA,NA
1987-12-17,5365,NA,0.058,NA,NA,NA,0.739,NA,NA
1987-12-18,5366,NA,NA,NA,NA,NA,0.751,NA,NA
1987-12-20,5368,NA,NA,NA,NA,NA,0.766,NA,NA
1987-12-21,5369,NA,NA,NA,NA,NA,0.713,NA,NA
1987-12-22,5370,0.092,0.056,NA,NA,NA,0.665,0.503,NA
1987-12-28,5376,NA,0.075,NA,NA,NA,NA,NA,NA
1987-12-30,5378,NA,0.09,NA,NA,NA,0.519,NA,NA
1988-01-01,5380,NA,0.086,NA,NA,NA,0.509,NA,NA
1988-01-03,5382,NA,0.069,NA,NA,NA,0.506,NA,NA
1988-01-05,5384,0.123,0.064,NA,NA,NA,0.536,0.439,0.213
1988-01-06,5385,NA,0.065,NA,NA,NA,NA,NA,NA
1988-01-07,5386,NA,0.07,NA,NA,NA,NA,NA,NA
1988-01-08,5387,NA,NA,NA,NA,NA,0.515,NA,NA
1988-01-09,5388,NA,0.075,NA,NA,NA,0.465,NA,NA
1988-01-10,5389,NA,0.064,NA,NA,NA,0.471,NA,NA
1988-01-12,5391,NA,0.065,NA,NA,NA,NA,NA,NA
1988-01-13,5392,NA,0.056,NA,NA,NA,0.436,NA,NA
1988-01-14,5393,NA,0.057,NA,NA,NA,0.429,NA,NA
1988-01-15,5394,NA,0.067,NA,NA,NA,0.436,NA,NA
1988-01-19,5398,NA,0.0813333333333333,0.035,0.092,0.127,0.780333333333333,0.237,NA
1988-01-21,5400,NA,0.0755,NA,NA,NA,0.427,NA,NA
1988-01-22,5401,NA,0.069,NA,NA,NA,0.44,NA,NA
1988-01-23,5402,NA,0.067,NA,NA,NA,0.456,NA,NA
1988-01-25,5404,NA,4.8,NA,NA,NA,0.458,NA,NA
1988-01-26,5405,NA,0.049,NA,NA,NA,NA,NA,NA
1988-01-27,5406,NA,0.054,NA,NA,NA,0.429,NA,NA
1988-01-29,5408,NA,0.048,NA,NA,NA,0.415,NA,NA
1988-02-01,5411,NA,0.0635,NA,NA,NA,0.413,NA,NA
1988-02-02,5412,NA,0.058,NA,NA,NA,0.463,0.157,0.121
1988-02-04,5414,NA,0.055,NA,NA,NA,NA,NA,NA
1988-02-06,5416,NA,0.05,NA,NA,NA,NA,NA,NA
1988-02-08,5418,NA,0.062,NA,NA,NA,NA,NA,NA
1988-02-11,5421,NA,0.072,NA,NA,NA,0.545,NA,NA
1988-02-13,5423,NA,NA,NA,NA,NA,0.579,NA,NA
1988-02-14,5424,NA,0.083,NA,NA,NA,NA,NA,NA
1988-02-16,5426,0.094,0.063,0.066,0.094,0.219,0.581,0.215,0.221
1988-02-17,5427,NA,0.063,NA,NA,NA,0.5305,NA,NA
1988-02-18,5428,NA,0.0675,NA,NA,NA,NA,NA,NA
1988-02-19,5429,NA,NA,NA,NA,NA,0.46,NA,NA
1988-02-20,5430,NA,0.084,NA,NA,NA,NA,NA,NA
1988-02-21,5431,NA,NA,NA,NA,NA,0.489,NA,NA
1988-02-22,5432,NA,0.0815,NA,NA,NA,NA,NA,NA
1988-02-23,5433,NA,0.08,NA,NA,NA,0.484,NA,NA
1988-02-25,5435,NA,0.067,NA,NA,NA,NA,NA,NA
1988-02-26,5436,NA,0.094,NA,NA,NA,NA,NA,NA
1988-02-27,5437,NA,0.089,NA,NA,NA,NA,NA,NA
1988-02-29,5439,NA,0.083,NA,NA,NA,0.466,NA,NA
1988-03-01,5440,NA,0.062,0.052,0.054,0.066,0.526,0.248,0.08
1988-03-02,5441,NA,NA,NA,NA,NA,0.478,NA,NA
1988-03-03,5442,NA,0.048,NA,NA,NA,0.459,NA,NA
1988-03-05,5444,NA,0.101,NA,NA,NA,NA,NA,NA
1988-03-06,5445,NA,0.063,NA,NA,NA,NA,NA,NA
1988-03-07,5446,NA,0.065,NA,NA,NA,0.4625,NA,NA
1988-03-08,5447,NA,0.078,NA,NA,NA,NA,NA,NA
1988-03-10,5449,NA,0.109,NA,NA,NA,NA,NA,NA
1988-03-11,5450,NA,NA,NA,NA,NA,0.45,NA,NA
1988-03-13,5452,NA,0.093,NA,NA,NA,0.437,NA,NA
1988-03-14,5453,NA,0.051,NA,NA,NA,0.435,NA,NA
1988-03-15,5454,0.216,0.044,NA,NA,NA,0.4,0.198,NA
1988-03-16,5455,NA,0.122,NA,NA,NA,0.439,NA,NA
1988-03-17,5456,NA,0.169,NA,NA,NA,NA,NA,NA
1988-03-18,5457,NA,NA,NA,NA,NA,0.435,NA,NA
1988-03-19,5458,NA,0.181,NA,NA,NA,0.432,NA,NA
1988-03-20,5459,NA,0.179,NA,NA,NA,0.379,NA,NA
1988-03-21,5460,NA,0.183,NA,NA,NA,0.439,NA,NA
1988-03-22,5461,NA,0.158,NA,NA,NA,0.553,NA,NA
1988-03-23,5462,NA,0.148,NA,NA,NA,0.494,NA,NA
1988-03-28,5467,NA,0.1155,NA,NA,NA,0.7255,NA,NA
1988-03-29,5468,NA,0.102,NA,0.252,NA,0.7125,0.175,0.146
1988-03-30,5469,NA,0.277,NA,NA,NA,NA,NA,NA
1988-03-31,5470,NA,NA,NA,NA,NA,0.699,NA,NA
1988-04-01,5471,NA,0.164,NA,NA,NA,NA,NA,NA
1988-04-02,5472,NA,0.158,NA,NA,NA,0.688,NA,NA
1988-04-03,5473,NA,0.111,NA,NA,NA,0.705,NA,NA
1988-04-04,5474,NA,0.085,NA,NA,NA,0.709,NA,NA
1988-04-06,5476,NA,0.067,NA,NA,NA,0.681,NA,NA
1988-04-07,5477,NA,0.079,NA,NA,NA,0.692,NA,NA
1988-04-08,5478,NA,0.082,NA,NA,NA,0.711,NA,NA
1988-04-09,5479,NA,0.0785,NA,NA,NA,0.68,NA,NA
1988-04-10,5480,NA,0.065,NA,NA,NA,0.685,NA,NA
1988-04-11,5481,NA,0.0656666666666667,NA,NA,NA,0.7155,NA,NA
1988-04-12,5482,0.058,0.0656666666666667,0.015,NA,NA,0.6895,0.176,0.136
1988-04-13,5483,NA,0.083,NA,NA,NA,0.741,NA,NA
1988-04-14,5484,NA,0.0655,NA,NA,NA,0.703,NA,NA
1988-04-15,5485,NA,NA,NA,NA,NA,0.685,NA,NA
1988-04-16,5486,NA,NA,NA,NA,NA,0.701,NA,NA
1988-04-17,5487,NA,NA,NA,NA,NA,0.67,NA,NA
1988-04-18,5488,NA,0.06325,NA,NA,NA,0.694666666666667,NA,NA
1988-04-19,5489,NA,0.075,NA,NA,NA,0.685666666666667,NA,NA
1988-04-20,5490,NA,0.087,NA,NA,NA,0.684,NA,NA
1988-04-21,5491,NA,0.096,NA,NA,NA,NA,NA,NA
1988-04-22,5492,NA,0.059,NA,NA,NA,NA,NA,NA
1988-04-23,5493,NA,0.049,NA,NA,NA,NA,NA,NA
1988-04-24,5494,NA,0.056,NA,NA,NA,NA,NA,NA
1988-04-25,5495,NA,0.1825,NA,NA,NA,0.653,NA,NA
1988-04-26,5496,NA,0.059,NA,0.082,0.083,0.716,0.172,0.188
1988-04-28,5498,NA,0.043,NA,NA,NA,0.978,NA,NA
1988-04-29,5499,NA,0.953,NA,NA,NA,0.795,NA,NA
1988-04-30,5500,NA,0.042,NA,NA,NA,0.747,NA,NA
1988-05-01,5501,NA,0.045,NA,NA,NA,0.7325,NA,NA
1988-05-02,5502,NA,0.072,NA,NA,NA,NA,NA,NA
1988-05-03,5503,NA,0.061,NA,NA,NA,0.741,NA,NA
1988-05-04,5504,NA,0.06,NA,NA,NA,0.7,NA,NA
1988-05-05,5505,NA,0.06,NA,NA,NA,0.6885,NA,NA
1988-05-06,5506,NA,0.066,NA,NA,NA,0.688,NA,NA
1988-05-07,5507,NA,NA,NA,NA,NA,0.677,NA,NA
1988-05-08,5508,NA,0.054,NA,NA,NA,0.688,NA,NA
1988-05-09,5509,NA,0.0695,NA,NA,NA,0.69225,NA,NA
1988-05-10,5510,0.068,0.046,0.023,0.073,0.075,0.657333333333333,NA,NA
1988-05-11,5511,NA,0.06,NA,NA,NA,0.662,NA,NA
1988-05-12,5512,NA,0.048,NA,NA,NA,NA,NA,NA
1988-05-13,5513,NA,0.0725,NA,NA,NA,NA,NA,NA
1988-05-14,5514,NA,0.0575,NA,NA,NA,NA,NA,NA
1988-05-16,5516,NA,NA,NA,NA,NA,0.6315,NA,NA
1988-05-17,5517,NA,0.0526666666666667,NA,NA,NA,0.62,NA,NA
1988-05-18,5518,NA,0.055,NA,NA,NA,0.577,NA,NA
1988-05-19,5519,NA,NA,NA,NA,NA,0.606,NA,NA
1988-05-20,5520,NA,NA,NA,NA,NA,0.598,NA,NA
1988-05-22,5522,NA,0.05,NA,NA,NA,NA,NA,NA
1988-05-23,5523,NA,0.053,NA,NA,NA,0.612,NA,NA
1988-05-24,5524,NA,0.0455,NA,0.103,NA,0.599,0.166,0.263
1988-05-25,5525,NA,0.051,NA,NA,NA,NA,NA,NA
1988-05-26,5526,NA,0.061,NA,NA,NA,NA,NA,NA
1988-05-28,5528,NA,0.075,NA,NA,NA,NA,NA,NA
1988-05-29,5529,NA,0.06,NA,NA,NA,NA,NA,NA
1988-05-31,5531,NA,0.048,NA,NA,NA,0.705,NA,NA
1988-06-01,5532,NA,0.048,NA,NA,NA,0.55,NA,NA
1988-06-02,5533,NA,0.053,NA,NA,NA,0.543,NA,NA
1988-06-03,5534,NA,0.081,NA,NA,NA,0.529,NA,NA
1988-06-04,5535,NA,0.087,NA,NA,NA,0.538,NA,NA
1988-06-05,5536,NA,0.058,NA,NA,NA,0.525,NA,NA
1988-06-06,5537,NA,0.039,NA,NA,NA,0.513,NA,NA
1988-06-07,5538,0.139,0.0445,NA,NA,NA,0.585,0.138,NA
1988-06-08,5539,NA,0.052,NA,NA,NA,0.533,NA,NA
1988-06-09,5540,NA,0.0375,NA,NA,NA,0.5485,NA,NA
1988-06-10,5541,NA,0.042,NA,NA,NA,0.539,NA,NA
1988-06-11,5542,NA,0.032,NA,NA,NA,0.549,NA,NA
1988-06-12,5543,NA,0.047,NA,NA,NA,0.552,NA,NA
1988-06-14,5545,NA,0.047,NA,NA,NA,0.552,NA,NA
1988-06-15,5546,NA,0.048,NA,NA,NA,0.502,NA,NA
1988-06-16,5547,NA,0.061,NA,NA,NA,0.535,NA,NA
1988-06-17,5548,NA,0.057,NA,NA,NA,0.55,NA,NA
1988-06-18,5549,NA,0.056,NA,NA,NA,0.461,NA,NA
1988-06-19,5550,NA,0.054,NA,NA,NA,0.48,NA,NA
1988-06-20,5551,NA,0.0485,NA,NA,NA,0.481,NA,NA
1988-06-21,5552,NA,0.0583333333333333,0.023,0.189,0.163,0.56,0.294,0.141
1988-06-22,5553,NA,0.063,NA,NA,NA,0.548,NA,NA
1988-06-23,5554,NA,0.068,NA,NA,NA,0.523,NA,NA
1988-06-24,5555,NA,0.068,NA,NA,NA,0.509,NA,NA
1988-06-25,5556,NA,0.061,NA,NA,NA,0.504,NA,NA
1988-06-26,5557,NA,0.054,NA,NA,NA,0.486,NA,NA
1988-06-27,5558,NA,NA,NA,NA,NA,0.494,NA,NA
1988-06-28,5559,NA,0.246,NA,NA,NA,NA,NA,NA
1988-06-29,5560,NA,0.045,NA,NA,NA,0.501,NA,NA
1988-06-30,5561,NA,0.1255,NA,NA,NA,0.496,NA,NA
1988-07-01,5562,NA,0.065,NA,NA,NA,0.473,NA,NA
1988-07-02,5563,NA,0.442,NA,NA,NA,0.529,NA,NA
1988-07-03,5564,NA,0.027,NA,NA,NA,0.491,NA,NA
1988-07-05,5566,NA,0.048,NA,NA,NA,NA,NA,NA
1988-07-06,5567,NA,0.058,NA,NA,NA,0.622666666666667,0.258,0.139
1988-07-07,5568,NA,0.049,NA,NA,NA,0.465,NA,NA
1988-07-08,5569,NA,0.06,NA,NA,NA,NA,NA,NA
1988-07-09,5570,NA,0.067,NA,NA,NA,NA,NA,NA
1988-07-12,5573,NA,0.06,NA,NA,NA,NA,NA,NA
1988-07-13,5574,NA,0.027,NA,NA,NA,0.433,NA,NA
1988-07-14,5575,NA,0.029,NA,NA,NA,NA,NA,NA
1988-07-15,5576,NA,0.024,NA,NA,NA,0.456,NA,NA
1988-07-16,5577,NA,0.034,NA,NA,NA,0.4785,NA,NA
1988-07-17,5578,NA,0.038,NA,NA,NA,0.485,NA,NA
1988-07-18,5579,NA,0.049,NA,NA,NA,0.4675,NA,NA
1988-07-19,5580,0.06,0.05,0.023,0.167,0.16,0.448,0.217,NA
1988-07-25,5586,NA,0.091,NA,NA,NA,0.409,NA,NA
1988-07-26,5587,NA,0.1,NA,NA,NA,NA,NA,NA
1988-07-27,5588,NA,0.1175,NA,NA,NA,0.4765,NA,NA
1988-07-29,5590,NA,NA,NA,NA,NA,0.536,NA,NA
1988-07-30,5591,NA,NA,NA,NA,NA,0.5595,NA,NA
1988-08-01,5593,NA,NA,NA,NA,NA,0.651,NA,NA
1988-08-02,5594,0.16,0.173,0.063,0.116,NA,0.5945,0.191,0.324
1988-08-03,5595,NA,0.1865,NA,NA,NA,0.6655,NA,NA
1988-08-04,5596,NA,NA,NA,NA,NA,0.629,NA,NA
1988-08-05,5597,NA,NA,NA,NA,NA,0.586,NA,NA
1988-08-06,5598,NA,NA,NA,NA,NA,0.647,NA,NA
1988-08-07,5599,NA,NA,NA,NA,NA,0.705,NA,NA
1988-08-08,5600,NA,NA,NA,NA,NA,0.786,NA,NA
1988-08-09,5601,NA,0.253,NA,NA,NA,0.884,NA,NA
1988-08-10,5602,NA,NA,NA,NA,NA,0.932,NA,NA
1988-08-11,5603,NA,NA,NA,NA,NA,0.998,NA,NA
1988-08-12,5604,NA,NA,NA,NA,NA,0.75,NA,NA
1988-08-14,5606,NA,NA,NA,NA,NA,0.823,NA,NA
1988-08-15,5607,NA,0.281,NA,NA,NA,0.745,NA,NA
1988-08-16,5608,NA,0.282,NA,NA,NA,0.984,0.203,0.372
1988-08-17,5609,NA,0.273,NA,NA,NA,0.7355,NA,NA
1988-08-18,5610,NA,0.229,NA,NA,NA,NA,NA,NA
1988-08-19,5611,NA,0.205,NA,NA,NA,0.795,NA,NA
1988-08-20,5612,NA,0.184,NA,NA,NA,NA,NA,NA
1988-08-21,5613,NA,NA,NA,NA,NA,0.939,NA,NA
1988-08-22,5614,NA,0.139,NA,NA,NA,0.971,NA,NA
1988-08-23,5615,NA,0.159,NA,NA,NA,1.0515,NA,NA
1988-08-25,5617,NA,0.124,NA,NA,NA,0.763,NA,NA
1988-08-27,5619,NA,0.132,NA,NA,NA,0.854,NA,NA
1988-08-28,5620,NA,0.147,NA,NA,NA,0.976,NA,NA
1988-08-29,5621,NA,0.139,NA,NA,NA,NA,NA,NA
1988-08-30,5622,0.318,0.165,NA,0.181,NA,3.84466666666667,0.21,0.229
1988-08-31,5623,NA,0.159,NA,NA,NA,0.951,NA,NA
1988-09-01,5624,NA,0.146,NA,NA,NA,1.579,NA,NA
1988-09-02,5625,NA,0.138,NA,NA,NA,NA,NA,NA
1988-09-03,5626,NA,NA,NA,NA,NA,1.095,NA,NA
1988-09-04,5627,NA,0.128,NA,NA,NA,NA,NA,NA
1988-09-05,5628,NA,0.117,NA,NA,NA,1.111,NA,NA
1988-09-07,5630,NA,0.133,NA,NA,NA,0.921333333333333,NA,NA
1988-09-08,5631,NA,NA,NA,NA,NA,0.907,NA,NA
1988-09-09,5632,NA,NA,NA,NA,NA,0.933,NA,NA
1988-09-10,5633,NA,NA,NA,NA,NA,0.88,NA,NA
1988-09-11,5634,NA,NA,NA,NA,NA,0.88,NA,NA
1988-09-12,5635,NA,0.0826666666666667,NA,NA,NA,0.9335,NA,NA
1988-09-13,5636,NA,0.073,0.027,0.134,0.132,0.858,0.199,0.226
1988-09-14,5637,NA,0.105,NA,NA,NA,0.853,NA,NA
1988-09-15,5638,NA,0.171,NA,NA,NA,0.881,NA,NA
1988-09-16,5639,NA,0.125,NA,NA,NA,0.829,NA,NA
1988-09-18,5641,NA,0.154,NA,NA,NA,0.833,NA,NA
1988-09-19,5642,NA,0.0925,NA,NA,NA,0.826,NA,NA
1988-09-21,5644,NA,0.222,NA,NA,NA,0.767,NA,NA
1988-09-22,5645,NA,0.217,NA,NA,NA,0.68,NA,NA
1988-09-23,5646,NA,0.204,NA,NA,NA,0.681,NA,NA
1988-09-25,5648,NA,0.178,NA,NA,NA,0.661,NA,NA
1988-09-26,5649,NA,0.145,NA,NA,NA,0.666,NA,NA
1988-09-27,5650,0.07,0.1505,NA,NA,NA,0.585,NA,NA
1988-09-29,5652,NA,0.201,NA,NA,NA,0.714,NA,NA
1988-10-01,5654,NA,0.156,NA,NA,NA,0.516,NA,NA
1988-10-02,5655,NA,0.24,NA,NA,NA,0.616,NA,NA
1988-10-03,5656,NA,0.154,NA,NA,NA,0.55,NA,NA
1988-10-05,5658,NA,0.164,NA,NA,NA,0.488,NA,NA
1988-10-07,5660,NA,0.153,NA,NA,NA,0.637,NA,NA
1988-10-09,5662,NA,0.135,NA,NA,NA,0.443,NA,NA
1988-10-10,5663,NA,0.0685,NA,NA,NA,NA,NA,NA
1988-10-11,5664,NA,0.1905,0.025,0.106,0.128,0.5455,0.219,0.166
1988-10-13,5666,NA,0.096,NA,NA,NA,0.44,NA,NA
1988-10-14,5667,NA,0.105,NA,NA,NA,0.405,NA,NA
1988-10-16,5669,NA,0.112,NA,NA,NA,0.422,NA,NA
1988-10-17,5670,NA,0.09,NA,NA,NA,0.5295,NA,NA
1988-10-19,5672,NA,0.082,NA,NA,NA,0.466,NA,NA
1988-10-21,5674,NA,0.145,NA,NA,NA,0.391,NA,NA
1988-10-23,5676,NA,0.081,NA,NA,NA,0.508,NA,NA
1988-10-24,5677,NA,0.064,NA,NA,NA,NA,NA,NA
1988-10-25,5678,0.067,0.0535,NA,NA,NA,0.4705,NA,NA
1988-10-27,5680,NA,NA,NA,NA,NA,0.46,NA,NA
1988-10-28,5681,NA,NA,NA,NA,NA,0.423,NA,NA
1988-10-31,5684,NA,0.067,NA,NA,NA,NA,NA,NA
1988-11-03,5687,NA,0.06,NA,NA,NA,0.411,NA,NA
1988-11-04,5688,NA,0.092,NA,NA,NA,0.477,NA,NA
1988-11-06,5690,NA,0.078,NA,NA,NA,0.394,NA,NA
1988-11-07,5691,NA,0.079,NA,NA,NA,NA,NA,NA
1988-11-08,5692,NA,NA,NA,0.133,NA,0.439,0.196,0.131
1988-11-09,5693,NA,0.074,NA,NA,NA,NA,NA,NA
1988-11-10,5694,NA,NA,NA,NA,NA,0.408,NA,NA
1988-11-11,5695,NA,0.077,NA,NA,NA,NA,NA,NA
1988-11-12,5696,NA,0.076,NA,NA,NA,0.377,NA,NA
1988-11-14,5698,NA,NA,NA,NA,NA,0.478,NA,NA
1988-11-16,5700,NA,0.07,NA,NA,NA,0.396,NA,NA
1988-11-18,5702,NA,0.14,NA,NA,NA,0.491,NA,NA
1988-11-20,5704,NA,0.082,NA,NA,NA,0.573,NA,NA
1988-11-21,5705,NA,0.078,NA,NA,NA,NA,NA,NA
1988-11-22,5706,0.075,0.0625,0.021,NA,0.316,0.4875,NA,NA
1988-11-23,5707,NA,0.101,NA,NA,NA,0.479,NA,NA
1988-11-24,5708,NA,0.108,NA,NA,NA,0.493,NA,NA
1988-11-29,5713,NA,0.107,NA,NA,NA,NA,NA,NA
